Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory,EmploymentStatus,IsBorrowerHomeowner,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,MonthlyLoanPayment,Investors
36,Completed,0.38723,4,Debt Consolidation,Employed,True,"$50,000-74,999",4500.0,2800,126.66,30
36,Irrecoverable,0.22456,4,Debt Consolidation,Full-time,True,"$50,000-74,999",5625.0,15000,547.87,267
36,Completed,0.2951,5,Other,Employed,False,"$1-24,999",1000.0,7500,302.14,103
36,Completed,0.16005,8,Debt Consolidation,Full-time,True,"$75,000-99,999",6666.666667,3000,63.85,85
36,Completed,0.28838,8,Debt Consolidation,Full-time,False,"$100,000+",20833.333333,1500,60.64,46
60,Irrecoverable,0.31375,5,Debt Consolidation,Employed,True,"$75,000-99,999",7916.666667,7000,220.92,13
36,Irrecoverable,0.22362,5,Debt Consolidation,Self-employed,True,"$25,000-49,999",3750.0,4000,146.6,46
60,Completed,0.20358,8,Debt Consolidation,Employed,False,"$25,000-49,999",3333.333333,10500,269.21,176
36,Irrecoverable,0.35643,5,Auto & Other Vehicles,Employed,False,"$25,000-49,999",3750.0,4500,195.97,22
36,Completed,0.37453,6,Debt Consolidation,Full-time,False,"$25,000-49,999",3500.0,2700,122.14,50
36,Completed,0.29588,6,Other,Full-time,True,"$50,000-74,999",5666.666667,6700,274.43,283
36,Irrecoverable,0.35797,4,Home Improvement,Employed,False,"$25,000-49,999",2166.666667,2000,86.85,30
60,Completed,0.17982,8,Debt Consolidation,Employed,False,"$25,000-49,999",3333.333333,10000,241.27,190
36,Completed,0.12916,9,Debt Consolidation,Full-time,True,"$75,000-99,999",6916.666667,12000,391.73,523
36,Completed,0.11347,6,Other,Full-time,True,"$50,000-74,999",5033.333333,9000,294.65,391
60,Completed,0.29341,4,Debt Consolidation,Employed,False,"$75,000-99,999",7833.333333,4000,121.47,1
12,Completed,0.18192,8,Other,Employed,False,"$50,000-74,999",4480.0,2000,178.13,11
36,Completed,0.25013,3,Home Improvement,Employed,False,"$75,000-99,999",7583.333333,15000,566.98,242
36,Completed,0.17359,8,Business,Employed,False,"$25,000-49,999",2083.333333,5000,172.08,70
36,Completed,0.24983,2,Medical/Dental,Employed,True,"$75,000-99,999",7166.666667,3000,113.35,9
60,Completed,0.23462,5,Other,Employed,False,"$50,000-74,999",4583.333333,5000,135.24,1
36,Irrecoverable,0.22135,9,Other,Full-time,False,"$25,000-49,999",2083.333333,3000,111.34,146
60,Completed,0.23318,8,Other,Employed,True,"$75,000-99,999",6583.333333,15000,404.54,255
36,Completed,0.12106,9,Debt Consolidation,Full-time,False,"$1-24,999",1863.333333,2000,64.53,120
36,Completed,0.11296,9,Debt Consolidation,Full-time,False,"$50,000-74,999",4866.666667,3900,124.38,123
36,Completed,0.34887,1,Debt Consolidation,Full-time,True,"$100,000+",11000.0,2000,86.28,37
12,Completed,0.35843,4,Other,Employed,False,"$100,000+",8750.0,6000,575.2,35
36,Completed,0.2325,4,Other,Full-time,True,"$100,000+",9288.333333,4500,0.0,141
36,Completed,0.31053,6,Debt Consolidation,Employed,False,"$75,000-99,999",7083.333333,5000,205.47,113
36,Completed,0.11701,9,Other,Full-time,False,"$25,000-49,999",2083.333333,1725,55.34,97
60,Completed,0.32958,6,Debt Consolidation,Employed,False,"$25,000-49,999",2666.666667,14000,457.17,208
60,Irrecoverable,0.23872,4,Debt Consolidation,Employed,False,"$25,000-49,999",2916.666667,20000,545.46,332
36,Completed,0.30449,9,Auto & Other Vehicles,Full-time,False,"$25,000-49,999",3500.0,1600,66.18,39
36,Completed,0.28851,5,Debt Consolidation,Self-employed,False,"$50,000-74,999",5416.666667,2000,79.51,9
36,Completed,0.12782,8,Debt Consolidation,Employed,False,"$50,000-74,999",4583.333333,2500,80.66,50
36,Irrecoverable,0.2399,2,Other,Employed,True,"$100,000+",12083.333333,6000,223.72,2
36,Completed,0.40315,4,Auto & Other Vehicles,Self-employed,False,"$25,000-49,999",3750.0,1000,44.67,45
36,Completed,0.3505,3,Other,Full-time,True,"$25,000-49,999",3750.0,1500,0.0,20
36,Completed,0.35797,4,Home Improvement,Employed,True,"$50,000-74,999",5000.0,4000,173.71,77
36,Completed,0.08641,9,Other,Full-time,True,"$50,000-74,999",5166.666667,7000,220.32,194
36,Completed,0.07673,10,Other,Full-time,False,"$50,000-74,999",4166.666667,1000,29.63,40
36,Irrecoverable,0.35797,5,Other,Employed,False,"$25,000-49,999",3916.666667,4000,173.71,80
36,Completed,0.28488,6,Debt Consolidation,Employed,False,"$25,000-49,999",2376.583333,4000,159.02,65
36,Completed,0.14132,9,Debt Consolidation,Full-time,False,"$75,000-99,999",6447.333333,2600,86.36,17
60,Irrecoverable,0.27462,6,Debt Consolidation,Employed,True,"$75,000-99,999",7070.416667,15000,439.3,33
36,Irrecoverable,0.27477,6,Debt Consolidation,Full-time,False,"$50,000-74,999",5000.0,3000,117.7,163
36,Completed,0.2706,6,Debt Consolidation,Employed,True,"$1-24,999",2000.0,3200,124.27,9
60,Completed,0.16499,7,Auto & Other Vehicles,Employed,False,"$75,000-99,999",6708.333333,13000,303.77,1
60,Completed,0.35838,5,Home Improvement,Employed,True,"$100,000+",8500.0,4000,136.98,8
36,Completed,0.37453,3,Other,Self-employed,False,"$1-24,999",1833.333333,2000,90.47,29
36,Completed,0.22362,5,Other,Full-time,False,"$25,000-49,999",2500.0,5500,201.58,9
36,Completed,0.35797,3,Business,Self-employed,True,"$25,000-49,999",2083.333333,4000,173.71,1
12,Completed,0.35843,5,Other,Employed,True,"$25,000-49,999",2750.0,2500,238.3,57
36,Completed,0.35797,3,Debt Consolidation,Other,True,"$25,000-49,999",3750.0,4000,173.71,35
36,Irrecoverable,0.35643,3,Auto & Other Vehicles,Full-time,False,"$1-24,999",1250.0,2000,87.1,33
60,Completed,0.26528,7,Debt Consolidation,Employed,True,"$50,000-74,999",5833.333333,20000,575.13,362
36,Completed,0.35797,6,Debt Consolidation,Employed,True,"$50,000-74,999",5333.333333,2500,108.57,42
36,Completed,0.34887,4,Debt Consolidation,Employed,False,"$50,000-74,999",4791.666667,2000,86.28,25
36,Completed,0.14358,9,Debt Consolidation,Other,True,"$25,000-49,999",3500.0,5000,164.98,103
36,Completed,0.2129,7,Debt Consolidation,Employed,False,"$50,000-74,999",4416.666667,5500,197.74,40
36,Irrecoverable,0.33051,5,Household Expenses,Employed,True,"$50,000-74,999",5470.666667,3500,146.84,21
36,Completed,0.34887,1,Other,Self-employed,True,"$50,000-74,999",4500.0,4000,172.56,5
36,Irrecoverable,0.30532,5,Business,Other,False,"$1-24,999",1250.0,2500,102.05,13
60,Irrecoverable,0.31344,2,Home Improvement,Other,False,"$1-24,999",1210.5,15000,473.12,137
36,Irrecoverable,0.25024,8,Debt Consolidation,Full-time,False,"$50,000-74,999",5000.0,12000,462.95,425
36,Irrecoverable,0.35797,6,Household Expenses,Employed,True,"$25,000-49,999",2500.0,4000,173.71,28
36,Completed,0.2951,7,Auto & Other Vehicles,Employed,True,"$75,000-99,999",6666.666667,4000,161.14,2
36,Completed,0.30532,7,Debt Consolidation,Employed,False,"$50,000-74,999",5833.333333,3300,134.71,67
36,Irrecoverable,0.30532,6,Debt Consolidation,Employed,True,"$25,000-49,999",4030.0,7000,285.74,18
36,Completed,0.22712,7,Debt Consolidation,Employed,False,"$75,000-99,999",6250.0,5400,197.92,6
36,Completed,0.27467,4,Auto & Other Vehicles,Employed,True,"$50,000-74,999",6233.333333,2000,78.46,11
36,Completed,0.11766,8,Home Improvement,Employed,False,"$75,000-99,999",6916.666667,18000,572.31,269
60,Completed,0.16713,6,Debt Consolidation,Employed,False,"$25,000-49,999",3833.333333,13500,316.93,1
60,Irrecoverable,0.25451,4,Debt Consolidation,Employed,False,"$25,000-49,999",2583.333333,8000,225.2,106
60,Completed,0.27462,7,Debt Consolidation,Employed,False,"$100,000+",10333.333333,5000,146.43,15
36,Completed,0.30532,7,Debt Consolidation,Employed,False,"$25,000-49,999",3000.0,9000,367.38,140
36,Irrecoverable,0.11296,9,Debt Consolidation,Full-time,False,"$100,000+",9166.666667,4000,127.57,123
36,Irrecoverable,0.13583,9,Debt Consolidation,Full-time,True,"$50,000-74,999",4250.0,1000,32.28,30
36,Completed,0.38058,6,Debt Consolidation,Full-time,True,"$50,000-74,999",4166.666667,3500,157.04,98
12,Completed,0.06589,10,Home Improvement,Employed,True,"$100,000+",9500.0,3500,300.67,63
36,Completed,0.38723,4,Home Improvement,Full-time,True,"$100,000+",11666.666667,7500,339.27,112
36,Completed,0.25259,6,Debt Consolidation,Other,True,"$25,000-49,999",3000.0,15000,568.83,110
36,Completed,0.33973,1,Debt Consolidation,Employed,False,"$75,000-99,999",6333.333333,4000,169.78,37
60,Completed,0.14766,8,Business,Not employed,False,$0,0.0,16500,375.09,204
60,Irrecoverable,0.09826,10,Debt Consolidation,Employed,False,"$50,000-74,999",5000.0,5000,105.28,113
36,Completed,0.35797,4,Medical/Dental,Employed,True,"$25,000-49,999",3095.416667,2000,86.85,1
36,Irrecoverable,0.35643,5,Other,Employed,False,"$50,000-74,999",4166.666667,5594,243.6,44
36,Completed,0.2951,8,Other,Employed,False,"$100,000+",14583.333333,5000,201.43,91
36,Completed,0.09736,9,Debt Consolidation,Employed,True,"$75,000-99,999",6666.666667,10000,315.17,56
36,Completed,0.22362,7,Debt Consolidation,Employed,False,"$25,000-49,999",4000.0,7000,256.56,33
36,Completed,0.09613,8,Debt Consolidation,Full-time,True,"$50,000-74,999",5833.333333,8000,255.4,427
36,Completed,0.3593,5,Business,Full-time,False,"$50,000-74,999",5000.0,6000,266.35,79
60,Completed,0.35838,6,Home Improvement,Employed,False,"$50,000-74,999",4844.416667,4000,136.98,48
36,Irrecoverable,0.35797,4,Other,Employed,False,"$1-24,999",1666.666667,4000,173.71,23
36,Completed,0.11296,9,Debt Consolidation,Full-time,True,"$25,000-49,999",3083.333333,3000,95.68,91
36,Completed,0.06327,10,Debt Consolidation,Employed,True,"$25,000-49,999",3136.083333,2000,60.83,43
36,Completed,0.12274,4,Debt Consolidation,Employed,False,"$25,000-49,999",2916.666667,5000,160.14,108
36,Completed,0.33393,6,Other,Full-time,False,"$25,000-49,999",2416.666667,3500,150.5,104
36,Completed,0.37453,5,Debt Consolidation,Full-time,True,"$100,000+",8750.0,5000,226.18,140
36,Completed,0.25781,6,Home Improvement,Employed,True,"$100,000+",17500.0,7500,286.39,16
36,Completed,0.2239,9,Other,Full-time,False,"$50,000-74,999",4166.666667,1500,55.67,44
36,Completed,0.2706,6,Other,Employed,True,"$75,000-99,999",7071.25,5000,194.17,11
36,Completed,0.22354,7,Debt Consolidation,Employed,False,"$50,000-74,999",5416.666667,20000,729.49,5
60,Irrecoverable,0.27462,7,Debt Consolidation,Employed,False,"$75,000-99,999",6666.666667,13000,380.73,26
36,Completed,0.17359,9,Debt Consolidation,Employed,False,"$50,000-74,999",6000.0,15000,516.24,246
36,Completed,0.29254,2,Home Improvement,Full-time,True,"$75,000-99,999",7241.666667,5000,200.76,97
12,Completed,0.04935,10,Other,Full-time,True,"$50,000-74,999",4166.666667,1000,85.15,20
36,Completed,0.28838,8,Business,Full-time,True,"$25,000-49,999",2916.666667,1500,60.64,70
36,Completed,0.22456,4,Business,Employed,False,"$1-24,999",2000.0,5000,182.62,75
60,Completed,0.20358,6,Debt Consolidation,Not employed,True,$0,0.0,10000,256.39,167
36,Completed,0.26681,4,Debt Consolidation,Self-employed,False,"$25,000-49,999",3833.333333,5000,193.21,15
60,Completed,0.23052,3,Debt Consolidation,Employed,False,"$50,000-74,999",6000.0,6000,160.94,119
12,Completed,0.34105,6,Other,Employed,False,"$25,000-49,999",2500.0,2800,264.65,58
36,Completed,0.35132,5,Debt Consolidation,Employed,False,"$25,000-49,999",2333.333333,6500,281.27,12
12,Completed,0.11066,9,Business,Other,True,"$25,000-49,999",3333.333333,10000,866.88,173
36,Completed,0.25259,7,Other,Employed,False,"$50,000-74,999",4500.0,4000,151.69,67
12,Completed,0.158,7,Debt Consolidation,Full-time,True,"$75,000-99,999",6258.333333,8800,774.07,177
60,Irrecoverable,0.25102,5,Debt Consolidation,Employed,True,"$100,000+",11250.0,10000,279.55,1
36,Completed,0.35643,7,Other,Employed,False,"$50,000-74,999",4333.333333,3000,130.65,54
36,Completed,0.35132,4,Auto & Other Vehicles,Self-employed,True,"$50,000-74,999",5833.333333,4000,173.09,36
36,Completed,0.16056,9,Business,Employed,True,"$100,000+",9583.333333,12500,426.61,105
36,Completed,0.19645,8,Debt Consolidation,Employed,True,"$100,000+",8782.083333,5000,175.76,13
36,Irrecoverable,0.32576,1,Debt Consolidation,Employed,False,"$50,000-74,999",5000.0,7500,314.25,51
12,Completed,0.15077,8,Debt Consolidation,Full-time,False,"$100,000+",10390.5,2000,175.17,49
36,Completed,0.0799,10,Debt Consolidation,Employed,True,"$75,000-99,999",6666.666667,5900,183.93,44
36,Completed,0.23939,8,Other,Employed,False,"$50,000-74,999",4500.0,2500,93.15,33
36,Completed,0.35797,5,Debt Consolidation,Employed,True,"$75,000-99,999",6916.666667,4000,173.71,43
36,Completed,0.10375,8,Other,Full-time,True,"$50,000-74,999",4333.333333,2000,62.94,55
36,Completed,0.34577,4,Home Improvement,Employed,True,"$50,000-74,999",6000.0,4000,171.08,4
60,Irrecoverable,0.27637,3,Debt Consolidation,Employed,False,"$100,000+",8465.0,10000,293.87,79
36,Completed,0.21434,8,Medical/Dental,Employed,False,"$1-24,999",1666.666667,4150,149.49,62
36,Completed,0.29265,6,Debt Consolidation,Employed,False,"$1-24,999",833.333333,3000,120.47,81
36,Irrecoverable,0.202,8,Debt Consolidation,Employed,False,"$25,000-49,999",2916.666667,4000,144.59,76
36,Completed,0.31308,7,Home Improvement,Employed,True,"$75,000-99,999",6250.0,2000,82.46,45
36,Completed,0.31053,5,Home Improvement,Self-employed,True,"$100,000+",16666.666667,7500,308.2,201
36,Irrecoverable,0.2951,6,Other,Self-employed,False,"$25,000-49,999",2916.666667,14701,592.25,184
36,Completed,0.18183,8,Other,Full-time,True,"$25,000-49,999",4125.833333,1700,59.77,109
36,Completed,0.18183,9,Debt Consolidation,Full-time,False,"$75,000-99,999",8233.333333,5000,175.79,299
36,Irrecoverable,0.2951,7,Debt Consolidation,Employed,False,"$25,000-49,999",3666.666667,10000,402.85,44
60,Completed,0.27322,7,Debt Consolidation,Employed,True,"$100,000+",10416.666667,14000,410.84,155
36,Irrecoverable,0.33973,1,Auto & Other Vehicles,Employed,True,"$100,000+",8333.333333,4000,169.78,32
36,Completed,0.2951,7,Other,Employed,True,"$100,000+",8416.666667,5000,201.43,31
36,Completed,0.35797,4,Business,Self-employed,False,"$75,000-99,999",6750.0,4000,173.71,6
36,Completed,0.41355,4,Home Improvement,Retired,True,"$25,000-49,999",2666.666667,1000,0.0,35
36,Completed,0.32317,4,Other,Full-time,False,"$25,000-49,999",2916.666667,2500,106.05,8
60,Completed,0.2816,2,Debt Consolidation,Employed,True,"$100,000+",13416.666667,8000,237.49,158
36,Completed,0.38058,5,Other,Employed,True,"$50,000-74,999",5325.0,4000,179.48,108
36,Completed,0.08641,8,Other,Full-time,True,"$50,000-74,999",4333.333333,6000,188.85,184
36,Irrecoverable,0.35643,3,Other,Employed,False,"$50,000-74,999",4416.666667,2500,108.87,39
36,Completed,0.35643,4,Other,Employed,True,"$50,000-74,999",5416.666667,6302,274.44,98
12,Completed,0.35843,4,Debt Consolidation,Employed,True,"$100,000+",8666.666667,3000,287.6,17
36,Completed,0.35643,3,Home Improvement,Employed,True,"$25,000-49,999",4000.0,4000,174.2,12
36,Irrecoverable,0.202,8,Other,Employed,True,"$50,000-74,999",4166.666667,12000,433.77,27
36,Completed,0.22135,9,Debt Consolidation,Full-time,True,"$25,000-49,999",3333.333333,3500,129.89,254
12,Completed,0.23065,3,Household Expenses,Employed,False,"$100,000+",10416.666667,8000,723.12,61
36,Completed,0.17359,8,Debt Consolidation,Employed,True,"$25,000-49,999",3083.333333,2000,68.83,55
12,Irrecoverable,0.35843,4,Business,Employed,True,"$50,000-74,999",4166.666667,7500,719.0,37
36,Completed,0.29486,6,Debt Consolidation,Employed,True,"$50,000-74,999",6163.666667,8000,320.67,7
36,Completed,0.28032,2,Debt Consolidation,Employed,True,"$75,000-99,999",7666.666667,8000,314.66,1
36,Completed,0.14358,9,Business,Employed,True,"$50,000-74,999",5833.333333,4000,131.98,7
36,Completed,0.19236,10,Debt Consolidation,Employed,False,"$100,000+",10250.0,4000,139.82,35
36,Completed,0.17601,7,Debt Consolidation,Employed,True,"$50,000-74,999",4916.666667,13000,444.25,201
36,Completed,0.12309,9,Debt Consolidation,Full-time,True,"$50,000-74,999",6000.0,8000,258.89,349
36,Completed,0.25424,7,Debt Consolidation,Full-time,False,"$50,000-74,999",4750.0,3000,114.56,42
36,Completed,0.16056,9,Debt Consolidation,Employed,True,"$100,000+",8500.0,13000,443.68,18
36,Completed,0.30532,6,Debt Consolidation,Employed,True,"$25,000-49,999",2166.666667,4000,163.28,86
36,Irrecoverable,0.32576,3,Other,Employed,False,"$50,000-74,999",5574.166667,7500,314.25,50
36,Completed,0.2951,6,Debt Consolidation,Employed,False,"$50,000-74,999",4333.333333,10000,402.85,45
60,Completed,0.1933,9,Debt Consolidation,Employed,True,"$75,000-99,999",6816.666667,10000,253.39,98
36,Completed,0.24771,8,Debt Consolidation,Full-time,False,"$100,000+",11666.666667,4000,153.8,94
36,Completed,0.32436,2,Medical/Dental,Employed,False,"$50,000-74,999",5700.0,4000,166.52,1
36,Completed,0.11296,9,Auto & Other Vehicles,Full-time,True,"$25,000-49,999",2166.666667,4000,127.57,116
36,Completed,0.30532,5,Other,Employed,True,"$25,000-49,999",3583.333333,6000,244.92,110
36,Completed,0.11296,9,Home Improvement,Full-time,False,"$25,000-49,999",2250.0,3200,100.84,122
36,Completed,0.35797,4,Household Expenses,Employed,False,"$50,000-74,999",5666.666667,2500,108.57,40
36,Completed,0.33097,7,Debt Consolidation,Employed,False,"$25,000-49,999",4087.666667,3000,126.53,108
36,Completed,0.16732,8,Home Improvement,Employed,True,"$75,000-99,999",6666.666667,25000,844.04,1
36,Completed,0.31053,7,Other,Employed,True,"$75,000-99,999",7666.666667,2000,82.19,43
36,Completed,0.11296,9,Debt Consolidation,Full-time,False,"$1-24,999",1666.666667,4100,130.76,119
36,Completed,0.38127,6,Other,Employed,False,"$25,000-49,999",3250.0,1500,67.01,52
60,Irrecoverable,0.13248,9,Debt Consolidation,Employed,True,"$100,000+",16666.666667,15000,332.91,244
36,Completed,0.12528,9,Other,Employed,False,"$50,000-74,999",5416.666667,2000,64.29,30
36,Completed,0.31002,8,Other,Employed,True,"$75,000-99,999",6928.083333,3000,123.2,99
36,Completed,0.16147,8,Debt Consolidation,Employed,True,"$75,000-99,999",7000.0,7000,239.21,158
36,Irrecoverable,0.36352,6,Other,Full-time,False,"$1-24,999",2000.0,1000,43.7,29
36,Irrecoverable,0.35643,4,Other,Employed,False,"$50,000-74,999",4666.666667,2961,128.94,62
36,Irrecoverable,0.34915,4,Debt Consolidation,Full-time,True,"$50,000-74,999",4583.333333,7500,328.74,63
60,Completed,0.20358,8,Debt Consolidation,Employed,False,"$25,000-49,999",3333.333333,15000,384.58,259
36,Completed,0.21372,10,Debt Consolidation,Employed,False,"$100,000+",12500.0,15000,539.88,86
12,Completed,0.13706,8,Debt Consolidation,Employed,True,"$75,000-99,999",6666.666667,3500,301.38,68
36,Completed,0.27285,3,Other,Employed,False,"$25,000-49,999",2750.0,7500,292.12,120
36,Completed,0.13068,9,Debt Consolidation,Employed,True,"$50,000-74,999",4916.666667,15000,490.73,329
36,Completed,0.12541,9,Other,Full-time,False,"$50,000-74,999",4833.333333,1000,31.8,37
36,Completed,0.29254,5,Debt Consolidation,Employed,False,"$100,000+",9166.666667,6500,260.99,110
60,Completed,0.29371,4,Debt Consolidation,Employed,True,"$100,000+",12625.0,15000,457.94,154
36,Completed,0.32733,8,Other,Full-time,True,"$75,000-99,999",6833.333333,2000,85.29,65
36,Irrecoverable,0.2951,5,Debt Consolidation,Employed,True,"$25,000-49,999",3833.333333,3000,120.86,36
60,Irrecoverable,0.30008,2,Debt Consolidation,Employed,True,"$50,000-74,999",4166.666667,9800,301.42,91
36,Completed,0.16157,9,Other,Full-time,True,"$50,000-74,999",5416.666667,6000,205.07,131
